LN_IC50,Gene Expression,Copy Number Alterations (CNA),Methylation,TARGET,TARGET_PATHWAY,DRUG_NAME_x,CELL_LINE_NAME,TCGA_DESC,"Cancer Type
(matching TCGA label)","GDSC
Tissue descriptor 1","GDSC
Tissue
descriptor 2",Screen Medium,Growth Properties
3.158036,1,1,1,115,18,208,12,26,26,14,25,0,0
4.315129,1,1,1,123,10,160,535,25,25,8,20,1,2
2.477231,1,1,1,154,4,223,704,6,6,4,14,1,0
0.087185,1,1,1,182,7,44,416,1,1,5,22,1,2
1.482506,1,1,1,61,9,192,1,27,27,2,33,1,0
4.902349,1,1,1,134,18,56,736,3,3,1,6,1,0
3.662166,1,1,1,123,10,160,649,10,10,0,12,0,0
4.959097,1,1,1,174,20,148,110,25,25,8,20,1,0
0.121138,1,1,1,75,3,236,27,1,1,5,3,1,2
3.695107,1,1,1,105,20,60,623,11,11,3,13,0,0
4.151988,1,1,1,77,3,79,405,28,28,15,34,0,0
4.387324,1,1,1,48,7,162,313,17,17,7,19,0,0
1.926948,1,1,1,59,4,54,593,12,12,5,4,1,2
1.546245,1,1,1,55,8,26,472,16,16,7,17,0,0
-1.851081,1,1,1,113,15,234,525,16,16,7,17,1,0
3.675535,1,1,1,69,20,167,69,10,10,0,12,0,0
-0.693044,1,1,1,44,2,23,38,10,10,0,12,0,0
-0.915355,1,1,1,85,12,110,534,25,25,8,20,1,2
2.093173,1,1,1,45,2,142,22,11,11,3,13,0,0
1.132608,0,1,1,84,12,90,321,21,21,12,28,1,1
-2.908668,1,1,1,39,2,69,100,26,26,14,25,1,0
3.008819,1,1,1,83,12,135,330,8,8,0,29,1,0
5.74413,1,1,1,123,10,154,720,6,6,4,14,0,0
1.649403,1,1,1,177,2,140,198,16,16,7,17,1,0
0.732403,1,1,1,71,7,180,708,7,7,9,0,1,2
2.284943,1,1,1,24,1,3,276,22,22,16,30,0,0
3.657676,1,1,1,123,10,187,578,22,22,16,30,0,0
4.368136,1,1,1,161,10,37,421,4,4,16,7,0,0
5.780977,1,1,1,134,18,56,150,24,24,16,32,0,0
7.017982,1,1,1,90,17,117,515,19,19,6,26,1,0
5.531261,1,1,1,32,5,182,186,21,21,12,28,1,0
4.201815,0,1,0,163,20,190,581,22,22,16,30,0,0
5.113863,1,1,1,52,4,73,114,25,25,8,20,1,2
5.922938,1,1,1,74,22,189,642,11,11,3,13,1,0
4.761182,1,1,1,36,17,114,540,25,25,8,20,1,2
-2.953739,1,1,1,165,7,57,662,4,4,16,7,1,0
1.514473,1,1,1,78,3,165,362,1,1,5,21,1,2
3.54417,1,1,1,127,18,7,463,16,16,7,17,1,0
1.713428,1,1,1,173,20,58,219,3,3,1,6,0,0
1.893672,1,1,1,173,20,58,607,10,10,0,12,1,0
4.220252,1,1,1,81,14,4,533,25,25,8,20,1,2
-1.902925,1,1,1,144,7,105,14,26,26,14,25,0,0
-2.222802,1,1,1,42,2,52,83,12,12,5,4,1,2
4.373213,1,1,1,52,4,73,666,15,15,2,16,0,0
3.419515,0,1,1,29,9,171,570,4,4,16,7,0,0
5.427836,0,1,1,66,11,86,449,16,16,7,17,1,0
8.301966,1,1,1,65,11,211,160,22,22,16,30,1,0
3.523403,1,1,1,78,3,165,647,25,25,8,20,0,0
-4.543491,1,1,1,148,16,65,402,27,27,2,33,1,0
0.480568,1,1,1,164,22,9,258,22,22,16,30,1,0
0.863395,1,1,1,105,20,60,417,12,12,5,4,1,2
-2.607546,1,1,1,165,7,57,36,28,28,15,34,1,0
6.324346,1,1,1,118,17,99,594,23,23,13,31,0,0
2.725338,1,1,1,62,9,75,219,3,3,1,6,0,0
2.654294,1,1,1,165,7,116,279,10,10,0,12,1,0
2.411072,1,1,1,25,1,152,771,3,3,1,6,0,0
-0.219147,1,1,1,79,19,136,791,3,3,1,6,1,0
1.089555,1,1,1,54,8,14,330,8,8,0,29,1,0
6.302413,1,1,1,174,20,148,11,28,28,15,34,1,0
4.82427,1,1,1,145,7,132,10,28,28,15,34,1,0
-5.650287,1,1,1,114,15,70,559,12,12,5,4,0,2
2.661378,1,1,1,125,17,203,443,25,25,8,20,0,2
-3.715822,1,1,1,136,2,36,761,7,7,9,0,1,2
0.53356,1,1,1,169,10,214,608,10,10,0,12,0,0
2.986013,1,1,1,38,2,181,509,25,25,8,20,1,2
4.665114,1,1,1,34,3,34,113,26,26,14,25,0,0
5.225479,1,1,1,38,2,181,759,28,28,15,34,0,0
2.393562,1,1,1,30,5,158,122,16,16,7,17,0,0
4.340993,1,1,1,164,22,144,87,21,21,12,28,1,2
2.272359,1,1,1,180,1,19,96,26,26,14,25,1,0
0.457577,1,1,1,147,16,243,663,6,6,4,14,1,0
3.053289,1,1,1,54,8,14,704,6,6,4,14,1,0
0.986111,1,1,1,27,1,209,389,3,3,1,6,0,0
2.981846,1,1,1,30,5,106,257,26,26,14,25,0,0
5.957281,1,1,1,179,1,123,405,28,28,15,34,0,0
3.147275,1,1,1,119,20,103,209,3,3,1,6,1,0
1.090304,1,1,1,48,7,162,91,13,13,5,8,0,2
1.203306,1,1,1,113,15,233,159,3,3,1,6,1,0
5.444879,1,1,1,34,3,32,0,24,24,16,32,1,0
-1.243186,1,1,1,55,8,131,567,8,8,0,29,1,0
0.946346,1,1,1,165,7,116,50,10,10,0,12,0,0
2.581869,1,1,1,43,5,47,6,2,2,16,1,0,0
-1.257413,1,1,1,110,18,183,494,30,30,7,18,1,0
1.71268,1,1,1,183,18,13,307,12,12,5,4,1,2
-0.316474,1,1,1,31,5,120,325,2,2,16,1,1,0
5.073855,1,1,1,29,9,171,439,21,21,12,28,0,0
3.731059,1,1,1,51,10,150,273,15,15,2,16,0,0
3.645507,1,1,1,164,22,238,746,8,8,0,29,1,0
1.902361,1,1,1,175,16,229,376,9,9,11,10,0,0
4.657449,1,1,1,138,22,241,348,25,25,8,20,1,1
0.174016,1,1,1,61,9,225,614,23,23,13,31,1,0
1.788133,1,1,1,23,1,197,349,10,10,0,12,0,0
4.368405,1,1,1,52,4,74,33,1,1,5,21,1,2
2.024334,1,1,1,52,4,194,558,22,22,16,30,1,0
1.234719,1,1,1,84,12,39,644,10,10,0,12,1,0
4.936557,1,1,1,58,4,2,24,11,11,3,13,1,0
1.317253,1,1,1,116,16,176,623,11,11,3,13,0,0
6.244345,1,1,1,164,22,242,768,26,26,14,25,1,0
3.750529,1,1,1,29,9,63,488,30,30,7,18,1,0
5.027987,1,1,1,7,18,91,380,3,3,1,6,0,0
5.509992,1,1,1,174,20,148,329,8,8,0,29,1,2
1.545768,1,1,1,40,2,18,475,16,16,7,17,1,0
5.459233,1,1,1,134,18,56,334,8,8,0,29,1,0
2.976697,1,1,1,136,2,36,220,29,29,16,9,0,0
3.352157,1,1,1,32,5,182,223,12,12,5,4,0,2
5.894527,1,1,1,134,18,56,691,6,6,4,14,1,0
-0.95675,1,0,1,18,7,145,272,15,15,2,16,0,0
5.270742,1,1,1,83,12,135,159,3,3,1,6,1,0
5.35906,1,1,1,88,16,179,494,30,30,7,18,1,0
1.986011,1,1,1,84,12,39,474,25,25,8,20,1,2
1.230894,1,1,1,107,6,35,293,7,7,9,0,1,2
3.665777,1,1,1,68,6,92,615,24,24,16,32,0,0
3.645332,1,1,1,179,1,123,245,15,15,2,16,0,0
2.459709,1,1,1,55,8,131,657,14,14,11,10,1,0
6.030494,1,1,1,137,4,101,0,24,24,16,32,1,0
6.922169,1,1,1,115,18,207,298,27,27,2,33,0,1
3.277978,1,1,1,71,7,180,258,22,22,16,30,1,0
1.782917,1,1,1,7,18,226,9,9,9,11,10,0,0
2.56669,1,1,1,96,4,55,467,16,16,7,17,0,0
4.504173,1,1,1,25,1,152,662,4,4,16,7,1,0
0.830963,1,1,1,61,9,225,418,19,19,6,26,0,0
-1.178602,1,1,1,127,18,213,153,10,10,0,12,0,0
4.716235,1,1,1,11,10,228,655,9,9,11,10,1,0
-4.860339,1,1,1,142,19,45,742,8,8,0,29,0,0
3.163575,1,1,1,103,9,166,131,14,14,11,10,0,0
2.075168,1,1,1,22,1,232,8,11,11,3,13,1,0
0.369576,1,0,1,111,18,157,271,15,15,2,16,0,0
3.412664,0,1,1,20,3,6,127,9,9,11,10,0,0
-7.530958,1,1,1,113,15,233,29,20,20,10,11,1,2
4.556949,1,1,1,34,3,32,129,9,9,11,10,0,0
4.645542,1,1,1,29,9,191,22,11,11,3,13,0,0
4.855304,1,1,1,123,10,187,748,8,8,0,29,0,0
6.58763,1,1,1,3,16,126,279,10,10,0,12,1,0
5.995722,1,1,1,52,4,73,484,16,16,7,17,0,0
4.482521,1,1,1,34,3,32,152,18,18,11,24,0,0
-1.129947,1,1,1,143,19,137,225,26,26,14,25,1,0
1.759591,1,1,1,7,18,226,184,14,14,11,10,0,0
0.321259,1,1,1,54,8,14,278,10,10,0,12,1,0
4.700112,1,1,1,137,4,101,377,26,26,14,25,1,0
4.925421,1,1,1,131,18,25,486,25,25,8,20,1,2
4.816317,1,1,1,61,9,225,534,25,25,8,20,1,2
3.215342,1,1,1,113,15,233,505,16,16,7,17,0,0
3.208637,1,1,1,55,8,26,248,14,14,11,10,0,0
3.312239,1,1,1,20,3,33,138,7,7,9,0,1,2
4.326122,1,1,1,8,17,17,447,16,16,7,17,0,1
3.319739,1,1,1,78,3,165,177,26,26,14,25,1,0
6.486138,1,1,1,137,4,101,452,16,16,7,17,1,0
3.752047,1,1,1,34,3,34,749,8,8,0,29,0,0
5.959883,1,1,1,115,18,208,467,16,16,7,17,0,0
3.123769,1,1,1,100,4,89,477,16,16,7,17,0,0
6.017666,1,1,1,141,5,170,48,10,10,0,12,0,0
2.763654,1,1,1,61,9,225,244,4,4,16,7,0,0
4.097983,1,1,1,25,1,152,212,3,3,1,6,1,2
5.395442,1,1,1,140,16,128,157,8,8,0,29,0,0
0.285344,1,1,1,54,8,161,233,27,27,2,33,0,2
5.611399,1,1,1,21,1,237,169,8,8,0,29,1,1
1.982244,1,1,1,105,20,60,315,10,10,0,12,0,0
4.043122,1,1,1,97,9,121,166,29,29,16,9,1,0
0.725748,1,1,1,25,1,152,39,11,11,3,13,0,0
6.757021,1,1,1,48,7,215,677,9,9,11,10,1,0
5.508574,1,1,1,162,16,130,631,6,6,4,14,0,0
-4.736534,1,1,1,76,3,186,78,23,23,13,31,0,0
4.927909,1,1,1,164,22,9,594,23,23,13,31,0,0
5.058197,1,1,1,123,10,231,76,3,3,1,6,0,0
1.904001,1,1,1,155,16,109,15,30,30,16,30,1,1
4.679676,1,1,1,61,9,225,535,25,25,8,20,1,2
4.222412,1,1,1,124,20,31,748,8,8,0,29,0,0
3.421634,1,1,1,104,20,199,620,11,11,3,13,0,0
3.678522,1,1,1,158,17,80,19,30,30,7,18,0,0
2.091955,1,1,1,96,4,55,402,27,27,2,33,1,0
5.219345,1,1,1,105,20,60,238,2,2,16,1,0,0
0.869006,1,1,1,51,10,150,170,3,3,1,6,0,0
5.575437,1,1,1,118,17,99,172,8,8,0,29,1,0
-0.895136,1,1,1,114,15,70,519,19,19,6,26,1,0
-0.369444,1,1,1,130,18,87,558,22,22,16,30,1,0
4.850003,1,1,1,156,16,235,59,23,23,13,31,1,0
3.904733,1,1,1,138,22,241,88,21,21,12,28,1,2
-3.788939,1,1,1,114,15,70,733,4,4,16,7,0,0
6.231428,1,1,1,184,13,71,249,27,27,2,33,0,0
4.554008,1,1,1,115,18,208,745,8,8,0,29,0,2
5.691844,1,1,0,180,1,19,290,26,26,14,25,0,0
2.78525,0,1,1,146,6,72,41,7,7,9,0,1,2
5.363338,1,1,1,34,3,32,122,16,16,7,17,0,0
3.432954,1,1,1,29,9,191,537,25,25,8,20,1,2
0.405541,1,1,1,165,7,217,639,2,2,16,1,1,0
3.337511,1,1,1,89,16,177,29,20,20,10,11,1,2
3.221911,1,1,1,77,3,79,24,11,11,3,13,1,0
3.969201,1,1,1,138,22,124,689,29,29,16,9,0,0
2.343706,1,1,1,61,9,192,219,3,3,1,6,0,0
3.755415,1,1,0,67,4,100,776,16,16,7,17,0,0
2.932446,1,1,1,22,1,232,655,9,9,11,10,1,0
-0.537567,1,1,1,11,10,227,754,7,7,9,0,1,2
4.638674,1,1,1,35,3,156,42,1,1,5,22,1,2
3.294536,0,1,0,179,1,123,423,1,1,5,15,1,2
3.477221,1,1,1,38,2,181,444,25,25,8,20,0,2
-5.357058,1,1,1,98,16,77,91,13,13,5,8,0,2
3.212394,1,1,1,123,10,231,406,12,12,5,4,1,2
5.691492,1,1,1,10,10,122,3,26,26,14,25,0,0
3.997474,1,1,1,156,16,235,42,1,1,5,22,1,2
-2.969588,1,1,1,144,7,105,430,21,21,12,28,0,0
4.279847,1,1,1,7,18,27,377,26,26,14,25,1,0
-5.249377,1,1,1,114,15,70,338,8,8,0,29,1,0
2.854728,1,1,1,103,9,166,138,7,7,9,0,1,2
4.832121,1,1,1,32,5,16,103,26,26,14,25,1,0
2.685699,1,1,1,157,17,46,374,16,16,7,17,0,0
5.445389,1,1,1,80,16,108,663,6,6,4,14,1,0
-0.687531,1,1,1,70,17,134,634,26,26,14,25,0,0
5.600031,1,1,1,92,17,93,644,10,10,0,12,1,0
0.014948,1,1,1,177,2,140,71,10,10,0,12,0,0
-0.206244,1,1,1,109,18,216,476,16,16,7,17,1,0
1.831112,1,1,1,22,1,232,299,13,13,5,8,1,2
-0.004059,1,1,1,11,10,227,660,12,12,5,4,0,2
1.985304,1,1,1,131,18,25,102,3,3,1,6,1,0
5.322148,1,1,1,118,17,99,714,1,1,5,21,1,2
5.222643,1,1,1,33,5,107,182,27,27,2,33,0,0
-3.866254,1,1,1,117,14,67,225,26,26,14,25,1,0
5.54999,1,1,1,102,23,155,270,15,15,2,16,0,0
1.466237,1,1,1,55,8,26,180,14,14,11,10,0,0
3.019583,1,1,1,67,4,100,437,21,21,12,28,0,0
4.265167,1,1,1,80,16,108,92,6,6,4,14,1,2
6.41763,1,1,1,155,16,109,703,6,6,4,14,1,0
2.378175,1,1,1,63,9,230,706,7,7,9,0,1,2
2.439795,1,1,1,104,20,199,178,26,26,14,25,0,0
-2.363137,1,1,1,23,1,197,73,3,3,1,6,0,0
2.028705,1,1,1,103,9,200,243,28,28,15,34,0,0
1.208494,1,1,1,22,1,232,326,13,13,5,8,1,2
6.108069,1,1,1,11,10,227,524,25,25,8,20,0,2
2.681356,1,1,1,108,10,146,706,7,7,9,0,1,2
4.346142,1,1,1,139,2,50,572,20,20,10,27,1,2
3.417227,1,1,1,20,3,6,529,25,25,8,20,0,1
-4.945455,1,1,1,113,15,234,89,21,21,12,28,0,0
5.491182,1,1,1,123,10,160,667,16,16,7,17,0,0
4.838502,1,1,1,115,18,208,534,25,25,8,20,1,2
4.10895,1,1,1,119,20,103,535,25,25,8,20,1,2
-4.910695,1,1,1,113,15,233,172,8,8,0,29,1,0
1.801698,1,1,1,75,3,236,552,27,27,2,33,1,0
2.993102,1,1,1,119,20,103,361,17,17,7,19,1,0
1.93867,1,1,1,93,17,10,276,22,22,16,30,0,0
3.129912,1,1,1,139,16,98,661,21,21,12,28,1,0
-5.4972,1,1,1,98,16,77,29,20,20,10,11,1,2
3.930825,1,1,1,119,20,103,431,21,21,12,28,0,0
4.446331,0,1,1,123,10,231,323,21,21,12,28,1,0
2.393147,1,1,1,1,0,153,736,3,3,1,6,1,0
8.339861,1,1,1,181,16,248,249,27,27,2,33,0,0
-0.833984,1,1,1,85,12,110,466,16,16,7,17,1,0
2.228663,1,1,1,173,20,58,58,9,9,11,10,0,0
9.886901,1,1,1,181,16,247,573,11,11,3,13,1,0
1.039586,1,1,1,11,10,22,414,1,1,5,21,1,2
5.102432,1,1,1,118,17,99,107,25,25,8,20,1,2
5.363413,1,1,1,123,10,231,620,11,11,3,13,0,0
3.772633,0,1,1,153,18,168,127,9,9,11,10,0,0
4.150527,1,1,1,41,2,185,609,22,22,16,30,1,0
-4.9548,1,1,1,117,14,67,86,26,26,14,25,0,0
4.60342,1,1,1,78,3,165,211,3,3,1,6,0,2
2.64877,1,1,1,158,17,80,354,1,1,5,22,1,2
-6.379973,1,1,1,76,3,186,82,1,1,5,22,1,2
2.921795,1,1,1,138,22,124,233,27,27,2,33,0,2
4.143371,1,1,1,20,3,33,243,28,28,15,34,0,0
0.268893,1,1,1,30,5,158,645,25,25,8,20,1,2
5.539204,1,1,1,4,18,8,156,17,17,7,19,0,0
4.025932,1,1,1,32,5,182,338,8,8,0,29,1,0
2.616934,1,1,1,125,17,203,583,22,22,16,30,1,0
4.803989,1,1,1,20,3,6,772,2,2,16,1,0,0
1.036127,1,1,1,114,15,70,553,27,27,2,33,1,0
0.286944,1,1,1,85,12,110,715,9,9,11,10,0,0
1.549552,1,1,1,155,16,109,708,7,7,9,0,1,2
3.527913,1,1,1,137,4,101,105,25,25,8,20,1,2
5.682995,1,1,1,58,4,2,765,9,9,11,10,0,0
7.1516,1,1,1,46,16,64,508,19,19,6,26,1,0
-3.524427,1,1,1,109,18,216,231,10,10,0,12,0,0
4.954172,1,1,1,176,2,240,497,16,16,7,17,1,0
10.958037,1,1,1,181,16,248,229,23,23,13,31,0,0
1.747007,1,1,1,180,1,19,714,1,1,5,21,1,2
3.184881,0,1,1,97,9,121,449,16,16,7,17,1,0
1.785194,1,1,1,30,5,106,315,10,10,0,12,0,0
5.395345,1,1,1,108,10,146,229,23,23,13,31,0,0
3.737863,1,1,1,8,17,17,436,21,21,12,28,0,0
2.355468,1,1,1,7,18,27,404,27,27,2,33,1,0
2.800808,1,1,1,168,23,172,206,3,3,1,6,1,0
6.198884,1,1,1,101,1,222,624,11,11,3,13,0,0
1.103846,1,1,1,111,18,24,117,12,12,5,4,1,2
5.091629,1,1,1,163,20,190,48,10,10,0,12,0,0
4.309739,1,1,1,82,14,5,391,12,12,5,4,1,2
-4.059996,1,1,1,136,2,36,544,25,25,8,20,0,0
3.039349,1,1,1,138,22,124,699,27,27,2,33,0,2
3.758521,0,1,1,93,17,10,528,6,6,4,14,1,1
2.954884,1,1,1,95,4,88,76,3,3,1,6,0,0
2.858479,1,1,1,105,20,60,630,27,27,2,33,0,0
5.65496,1,1,1,52,4,73,65,11,11,3,13,1,0
0.333121,1,1,1,42,2,52,237,2,2,16,1,0,0
6.067434,1,1,1,141,5,170,10,28,28,15,34,1,0
10.089925,1,1,1,181,16,248,317,23,23,13,31,1,0
2.06326,1,1,1,124,20,31,166,29,29,16,9,1,0
5.958906,1,1,1,66,11,86,700,6,6,4,14,1,0
0.166728,1,1,1,103,9,166,427,26,26,14,25,1,0
0.446249,1,1,1,106,20,84,248,14,14,11,10,0,0
4.615372,1,1,1,15,7,61,714,1,1,5,21,1,2
1.749792,1,1,1,55,8,26,716,6,6,4,14,0,0
6.450834,1,1,1,116,16,176,515,19,19,6,26,1,0
-1.017501,1,1,1,117,14,67,794,14,14,11,10,0,0
1.728798,1,1,1,72,4,224,285,13,13,5,8,1,2
4.689922,1,1,1,30,5,106,669,26,26,14,25,1,0
2.569362,1,1,1,11,10,227,163,13,13,5,8,1,2
4.78738,1,1,1,94,13,119,69,10,10,0,12,0,0
-2.366375,1,1,1,144,7,105,131,14,14,11,10,0,0
-2.969907,1,1,1,113,15,234,540,25,25,8,20,1,2
3.432935,1,1,1,64,11,85,701,6,6,4,14,1,0
6.966562,1,1,1,48,7,215,698,15,15,2,16,1,0
2.204596,1,1,1,30,5,106,7,11,11,3,13,1,0
5.647668,1,1,1,15,7,61,455,16,16,7,17,0,0
6.398821,1,1,1,55,8,131,577,22,22,16,30,0,0
1.017252,1,1,1,96,4,55,70,2,2,16,1,0,0
4.691221,1,1,1,158,17,80,257,26,26,14,25,0,0
5.952598,1,1,1,48,7,215,12,26,26,14,25,0,0
3.466551,1,1,1,153,18,168,348,25,25,8,20,1,1
4.150818,1,1,1,68,6,92,50,10,10,0,12,0,0
-5.452276,1,1,1,98,16,77,787,9,9,11,10,0,0
2.561052,1,1,1,49,7,59,635,20,20,10,27,1,2
1.790431,1,1,1,128,18,178,169,8,8,0,29,1,1
9.739413,1,1,1,112,14,149,740,2,2,16,1,0,0
0.271678,1,1,1,18,7,145,625,6,6,4,14,1,0
4.37823,0,1,1,35,3,156,449,16,16,7,17,1,0
4.620072,1,1,1,4,18,8,421,4,4,16,7,0,0
4.786457,1,1,1,50,16,1,700,6,6,4,14,1,0
4.089285,1,1,1,165,7,116,141,25,25,8,20,0,0
1.562456,1,1,1,38,2,181,607,10,10,0,12,1,0
6.449376,1,1,1,123,10,231,399,3,3,1,6,0,0
-1.157535,1,1,1,79,19,78,206,3,3,1,6,1,0
5.1471,1,1,1,164,22,242,54,3,3,1,6,1,0
5.04517,1,1,1,80,16,108,138,7,7,9,0,1,2
4.627615,1,1,1,78,3,165,437,21,21,12,28,0,0
-4.38309,1,1,1,114,15,174,390,6,6,4,14,1,0
3.533867,1,1,1,55,8,131,462,16,16,7,17,1,0
5.736153,1,1,1,11,10,228,678,20,20,10,27,1,2
2.830332,1,1,1,30,5,106,161,20,20,10,23,0,1
1.593215,1,1,1,2,17,68,84,23,23,13,31,1,0
5.78872,1,1,1,47,19,133,358,9,9,11,10,0,0
1.352197,1,1,1,54,8,161,391,12,12,5,4,1,2
3.090644,1,1,1,41,2,185,386,3,3,1,6,0,0
3.715348,1,1,1,86,16,38,478,16,16,7,17,1,0
4.617248,1,1,1,49,7,59,473,25,25,8,20,1,0
-4.182537,1,1,1,113,15,234,169,8,8,0,29,1,1
2.713153,1,1,1,59,4,54,696,6,6,4,14,1,0
0.56244,1,1,1,130,18,87,84,23,23,13,31,1,0
1.785372,0,1,1,62,9,76,154,6,6,4,14,0,0
3.733062,1,1,1,99,17,94,247,3,3,1,6,0,0
2.541895,1,1,1,136,2,36,149,2,2,16,1,1,0
-1.975845,1,1,1,101,1,20,364,20,20,10,27,0,2
5.293558,1,1,1,31,5,120,740,2,2,16,1,0,0
-1.492619,1,1,1,45,2,142,212,3,3,1,6,1,2
0.39042,1,1,1,30,5,158,376,9,9,11,10,0,0
0.040415,0,1,0,106,20,84,581,22,22,16,30,0,0
2.042253,1,1,1,165,7,217,355,17,17,7,19,1,0
-0.527621,1,1,1,26,1,159,413,20,20,10,27,1,2
6.644514,1,1,1,48,7,162,679,21,21,12,28,0,0
3.90589,1,1,1,2,17,68,678,20,20,10,27,1,2
4.011863,1,1,1,19,16,0,109,30,30,6,2,1,2
1.767082,1,1,1,84,12,39,301,21,21,12,28,1,0
2.954354,1,1,1,164,22,242,672,26,26,14,25,1,0
0.640955,1,1,1,45,2,142,40,7,7,9,0,1,2
3.573477,1,1,1,9,11,42,464,30,30,7,18,0,2
-0.80046,1,1,1,114,15,174,765,9,9,11,10,0,0
-1.365232,1,1,1,79,19,136,405,28,28,15,34,0,0
1.315956,1,1,1,32,5,16,47,28,28,15,34,0,0
-1.618051,1,1,1,37,20,204,786,23,23,13,31,1,0
2.957534,1,1,1,125,17,203,144,25,25,8,20,1,2
2.445229,1,1,1,20,3,6,146,7,7,9,0,1,2
4.233963,1,1,1,39,2,69,549,14,14,11,10,0,0
3.23185,0,1,1,164,22,238,306,28,28,15,34,1,0
3.754994,1,1,1,5,18,115,767,9,9,11,10,0,0
0.293217,1,1,1,23,1,197,346,26,26,14,25,0,0
1.060348,1,1,1,84,12,39,566,27,27,2,33,0,0
2.369338,1,1,1,69,20,167,709,7,7,9,0,1,2
3.682328,1,1,1,64,11,85,12,26,26,14,25,0,0
-0.861345,1,1,1,17,7,81,175,27,27,2,33,0,0
-1.987883,1,1,1,143,19,137,112,26,26,14,25,0,0
2.092476,1,1,1,83,12,135,454,16,16,7,17,0,0
1.035922,1,1,1,11,10,22,377,26,26,14,25,1,0
3.205291,1,1,1,50,16,1,304,29,29,16,9,0,0
0.660732,1,1,1,79,19,212,576,22,22,16,30,0,0
5.643981,1,1,1,150,17,195,793,14,14,11,10,0,0
-0.89062,1,1,1,18,7,145,456,16,16,7,17,1,0
4.972267,1,1,0,6,18,141,603,16,16,7,17,0,0
3.983442,1,1,1,0,16,245,663,6,6,4,14,1,0
2.197004,1,1,1,109,18,216,587,22,22,16,30,0,0
6.377822,1,1,1,135,17,11,230,23,23,13,31,0,0
2.447711,1,1,1,6,18,141,576,22,22,16,30,0,0
4.264305,1,1,1,178,16,97,661,21,21,12,28,1,0
4.773967,1,1,1,81,14,4,163,13,13,5,8,1,2
1.664215,1,1,1,106,20,84,275,22,22,16,30,0,0
2.837074,1,1,1,44,2,23,143,25,25,8,20,0,0
2.549637,1,1,1,57,16,111,671,26,26,14,25,0,0
2.968836,1,1,1,175,16,229,527,25,25,8,20,1,1
4.224323,1,1,1,171,19,143,112,26,26,14,25,0,0
4.264692,1,1,1,167,23,139,574,10,10,0,12,0,0
6.406705,1,1,1,118,17,99,768,26,26,14,25,1,0
5.254943,1,1,1,47,19,133,370,25,25,8,20,1,2
3.413858,1,1,1,165,7,116,424,23,23,13,31,1,0
6.034875,1,1,1,3,16,126,552,27,27,2,33,1,0
3.872943,1,1,1,48,7,162,787,9,9,11,10,0,0
3.648739,1,1,1,123,10,231,117,12,12,5,4,1,2
2.911513,1,1,1,130,18,29,330,8,8,0,29,1,0
5.749659,1,1,1,46,16,64,711,23,23,13,31,1,0
3.324959,1,1,1,67,4,100,638,1,1,5,15,1,2
1.837329,1,1,1,2,17,68,740,2,2,16,1,0,0
5.034968,1,1,1,35,3,156,325,2,2,16,1,1,0
-5.430613,1,1,1,76,3,186,657,14,14,11,10,1,0
2.589155,1,1,1,104,20,199,179,26,26,14,25,0,0
4.540874,1,1,1,7,18,226,594,23,23,13,31,0,0
2.640765,1,1,1,55,8,131,737,6,6,4,14,0,0
3.087739,1,1,1,54,8,82,172,8,8,0,29,1,0
-1.575003,1,1,1,165,7,57,467,16,16,7,17,0,0
2.928947,1,1,1,49,7,59,664,27,27,2,33,1,0
3.165624,1,1,1,158,17,80,484,16,16,7,17,0,0
4.368822,1,1,1,34,3,34,667,16,16,7,17,0,0
2.472556,1,1,1,149,6,96,440,11,11,3,13,1,0
3.378194,1,1,1,115,18,207,372,25,25,8,20,1,2
5.520142,1,1,1,123,10,154,52,10,10,0,12,0,0
8.096592,1,1,1,112,14,149,374,16,16,7,17,0,0
9.617033,1,1,1,181,16,247,592,1,1,5,22,1,2
5.766855,1,1,1,32,5,169,63,26,26,14,25,0,0
5.865255,1,1,1,184,13,71,671,26,26,14,25,0,0
5.961435,1,1,1,11,10,228,358,9,9,11,10,0,0
4.422249,1,1,1,36,17,114,765,9,9,11,10,0,0
5.147141,1,1,1,139,2,50,381,3,3,1,6,0,0
5.598285,1,1,1,139,2,50,131,14,14,11,10,0,0
0.289705,1,1,1,136,2,36,65,11,11,3,13,1,0
4.468729,1,1,1,87,17,112,243,28,28,15,34,0,0
2.449046,1,1,1,55,8,131,569,8,8,0,29,1,0
1.397692,1,1,1,54,8,104,746,8,8,0,29,1,0
4.797479,1,1,1,127,18,7,742,8,8,0,29,0,0
5.341394,1,1,1,11,10,228,734,8,8,0,29,0,0
3.022987,1,1,1,64,11,85,363,26,26,14,25,1,1
4.768625,1,1,1,20,3,33,38,10,10,0,12,0,0
2.727449,1,1,1,21,1,237,697,15,15,2,16,1,0
2.774583,1,1,1,104,20,199,45,2,2,16,1,0,0
3.549867,1,1,1,34,3,34,762,30,30,16,30,0,0
5.295711,1,1,1,115,18,206,664,27,27,2,33,1,0
1.014999,1,1,1,164,22,9,301,21,21,12,28,1,0
4.597231,1,1,1,108,10,146,569,8,8,0,29,1,0
2.916785,1,1,1,67,4,100,152,18,18,11,24,0,0
4.476396,1,1,1,99,17,94,416,1,1,5,22,1,2
-1.004775,1,1,0,144,7,105,228,16,16,7,17,1,0
4.215201,1,1,1,32,5,169,758,22,22,16,30,0,0
